Age,RoomService,FoodCourt,ShoppingMall,VRDeck,Num,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,VIP_True,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_S
-1.729,-0.341,-0.287,-0.291,-0.269,0.268,False,False,False,False,False,False,False,False,False,True,False,True
-1.380,-0.341,-0.287,-0.291,-0.269,0.268,False,False,False,False,False,False,False,False,False,True,False,True
-2.008,-0.341,-0.287,-0.291,-0.269,0.268,False,False,False,False,False,False,False,False,False,True,False,True
0.433,-0.341,-0.287,-0.291,-0.269,0.268,False,False,True,False,False,False,False,False,False,True,False,True
-1.798,-0.341,-0.287,-0.291,-0.269,0.268,False,False,True,False,False,False,False,False,False,True,False,True
-0.264,2.624,-0.287,-0.021,-0.244,-0.879,False,True,False,False,False,False,True,False,False,False,False,False
2.386,4.339,-0.287,-0.190,-0.269,-0.879,False,True,False,False,False,False,True,False,False,False,False,False
0.363,-0.341,-0.287,-0.291,-0.269,0.643,False,True,True,False,False,False,False,False,True,False,False,False
0.433,1.507,-0.287,2.625,-0.269,0.643,False,True,False,False,False,False,False,False,True,False,False,False
-0.195,-0.341,-0.287,-0.291,-0.269,0.270,False,False,True,False,False,False,False,False,False,True,False,True
0.712,-0.341,-0.285,-0.291,-0.226,0.274,False,False,False,False,False,False,False,False,False,True,False,False
0.363,-0.341,-0.076,1.951,-0.036,-0.895,True,False,False,False,False,False,True,False,False,False,False,True
0.503,-0.341,0.348,-0.289,2.224,-0.885,True,False,False,False,True,False,False,False,False,False,False,False
1.200,-0.341,-0.287,-0.291,-0.269,0.276,False,False,True,False,False,False,False,False,False,True,False,False
-0.195,-0.277,-0.247,1.207,-0.269,0.491,False,False,False,False,False,False,False,False,True,False,False,True
-0.055,-0.341,-0.287,-0.291,-0.269,0.493,False,True,True,False,False,False,False,False,True,False,False,True
-0.613,-0.341,1.645,-0.279,-0.210,0.647,False,False,False,False,False,False,False,False,True,False,False,False
0.433,-0.341,-0.287,-0.291,-0.269,0.278,False,False,True,False,False,False,False,False,False,True,False,False
-1.241,-0.341,-0.287,-0.291,-0.269,0.272,False,False,False,False,False,False,False,False,False,True,False,True
-1.031,-0.341,-0.287,-0.291,-0.269,0.272,False,False,True,False,False,False,False,False,False,True,False,True
-1.729,-0.341,-0.287,-0.291,-0.269,0.272,False,False,True,False,False,False,False,False,False,True,False,True
-1.241,-0.341,-0.287,-0.291,-0.000,0.272,False,False,False,False,False,False,False,False,False,True,False,True
0.154,-0.341,-0.287,-0.291,-0.269,0.272,False,False,True,False,False,False,False,False,False,True,False,True
-0.962,-0.341,0.273,-0.291,-0.269,0.272,False,False,False,False,False,False,False,False,False,True,False,True
0.712,-0.341,-0.286,-0.291,0.469,0.272,False,False,False,False,False,False,False,False,False,True,False,True
-1.519,-0.341,-0.287,-0.291,-0.269,0.272,False,False,False,False,False,False,False,False,False,True,False,True
-0.334,-0.215,-0.287,-0.075,-0.269,0.495,False,False,False,False,False,False,False,False,True,False,False,True
-0.474,-0.341,-0.287,-0.291,-0.269,0.274,False,False,True,False,False,False,False,False,False,True,False,True
-0.195,-0.341,-0.287,-0.291,-0.269,-0.623,False,True,True,False,False,False,False,True,False,False,False,False
1.688,-0.341,0.255,-0.209,1.828,-0.852,True,False,False,False,False,True,False,False,False,False,False,True
0.782,-0.338,-0.240,-0.291,-0.000,-0.852,True,False,False,False,False,True,False,False,False,False,False,True
-0.683,-0.098,-0.287,1.197,-0.269,-0.597,False,True,False,False,False,False,False,True,False,False,False,True
1.758,0.316,-0.287,1.161,-0.268,0.651,False,True,False,False,False,False,False,False,True,False,False,False
-0.543,0.526,0.079,-0.077,-0.269,-0.619,False,True,False,False,False,False,False,True,False,False,False,False
-0.264,1.691,-0.287,-0.277,-0.269,0.651,False,True,False,False,False,False,False,False,True,False,False,False
1.340,-0.133,-0.287,1.177,-0.269,-0.595,False,True,False,False,False,False,False,True,False,False,False,True
0.851,0.000,-0.287,1.596,-0.269,-0.893,False,True,False,False,False,False,True,False,False,False,False,True
-1.101,-0.300,-0.287,5.143,-0.269,-0.893,False,True,False,False,False,False,True,False,False,False,False,True
1.967,-0.341,-0.287,-0.291,-0.269,-0.828,True,False,False,False,True,False,False,False,False,False,False,True
-0.264,-0.341,-0.287,-0.291,-0.269,-0.826,True,False,True,False,True,False,False,False,False,False,False,True
1.340,-0.341,-0.287,-0.291,-0.269,-0.826,True,False,True,False,True,False,False,False,False,False,False,True
0.363,0.946,-0.255,0.337,-0.248,-0.593,False,True,False,False,False,False,False,True,False,False,False,True
-0.892,-0.341,-0.287,-0.291,-0.269,0.276,False,False,True,False,False,False,False,False,False,True,False,True
-2.008,-0.341,-0.287,-0.291,-0.269,0.281,False,False,False,False,False,False,False,False,False,True,False,False
-0.962,-0.331,0.804,3.365,-0.269,0.281,False,False,False,False,False,False,False,False,False,True,False,False
0.572,0.305,-0.287,-0.287,0.003,0.497,False,False,False,False,False,False,False,False,True,False,False,True
0.572,0.345,-0.287,0.101,0.869,0.499,False,False,False,False,False,False,False,False,True,False,False,True
1.409,0.902,-0.287,0.864,-0.258,0.283,False,False,False,False,False,False,False,False,False,True,False,False
-0.752,-0.339,-0.287,-0.291,0.389,0.657,False,False,False,False,False,False,False,False,True,False,False,False
-0.264,-0.187,-0.267,-0.291,0.290,0.501,False,False,False,False,False,False,False,False,True,False,False,True
-0.125,-0.341,-0.215,3.137,-0.269,0.658,False,False,False,False,False,False,False,False,True,False,False,False
0.991,-0.301,-0.205,-0.286,0.221,0.280,False,False,False,False,False,False,False,False,False,True,False,True
-0.613,-0.327,-0.287,-0.028,-0.269,0.664,False,False,False,False,False,False,False,False,True,False,False,False
1.758,-0.341,-0.287,-0.291,-0.269,-0.897,True,False,True,False,False,True,False,False,False,False,False,False
0.084,-0.341,-0.287,-0.291,-0.269,0.281,False,False,True,False,False,False,False,False,False,True,False,True
0.572,-0.341,-0.287,-0.291,-0.269,-0.883,True,False,True,False,True,False,False,False,False,False,False,False
0.084,-0.250,-0.262,0.635,-0.269,0.503,False,False,False,False,False,False,False,False,True,False,False,True
-0.613,0.616,-0.229,-0.291,-0.269,0.666,False,False,False,False,False,False,False,False,True,False,False,False
-0.613,-0.303,-0.287,1.042,-0.230,0.287,False,False,False,False,False,False,False,False,False,True,False,False
-0.334,-0.341,0.083,-0.291,1.108,0.505,False,False,False,False,False,False,False,False,True,False,False,True
1.061,-0.341,-0.211,-0.291,-0.269,0.668,False,False,False,False,False,False,False,False,True,False,False,False
-2.008,-0.341,-0.287,-0.291,-0.269,0.283,False,False,False,False,False,False,False,False,False,True,False,True
-0.962,-0.341,-0.287,-0.291,-0.269,0.283,False,False,True,False,False,False,False,False,False,True,False,True
-0.683,-0.341,-0.287,-0.291,-0.269,-0.881,True,False,True,False,True,False,False,False,False,False,False,False
-0.613,-0.341,-0.287,-0.291,-0.269,-0.881,True,False,True,False,True,False,False,False,False,False,False,False
-0.613,-0.319,-0.287,-0.192,-0.269,0.670,False,True,False,True,False,False,False,False,True,False,False,False
0.363,-0.341,-0.287,-0.291,-0.269,0.289,False,False,True,False,False,False,False,False,False,True,False,False
-0.822,-0.341,-0.287,-0.291,-0.269,0.291,False,False,False,False,False,False,False,False,False,True,False,False
-0.613,-0.341,-0.272,-0.291,0.440,-0.591,False,False,False,False,False,False,False,True,False,False,False,True
0.921,-0.341,-0.287,-0.291,1.144,-0.589,False,False,False,False,False,False,False,True,False,False,False,True
-0.055,-0.341,-0.174,0.573,-0.000,0.507,False,False,False,False,False,False,False,False,True,False,False,True
0.991,0.228,-0.223,3.040,-0.269,0.672,False,True,False,False,False,False,False,False,True,False,False,False
1.828,-0.341,-0.223,-0.291,4.455,-0.895,True,False,False,True,False,True,False,False,False,False,False,False
-0.543,-0.297,-0.270,-0.212,-0.259,0.289,False,False,False,False,False,False,False,False,False,True,False,True
-0.822,-0.341,0.124,0.203,-0.238,-0.613,False,False,False,False,False,False,False,True,False,False,False,False
1.758,-0.341,0.063,-0.291,2.201,-0.848,True,False,False,False,False,True,False,False,False,False,False,True
-0.264,0.000,-0.159,0.000,0.215,0.508,False,False,False,False,False,False,False,False,True,False,False,True
-0.125,-0.341,-0.252,1.134,-0.269,0.291,False,False,False,False,False,False,False,False,False,True,False,True
1.130,-0.341,0.024,-0.291,3.433,-0.846,True,False,False,False,False,True,False,False,False,False,False,True
0.154,-0.341,-0.287,-0.291,-0.269,-0.822,True,False,True,False,True,False,False,False,False,False,False,True
-0.683,-0.341,-0.287,-0.291,-0.269,-0.844,True,False,True,False,False,True,False,False,False,False,False,True
0.084,0.000,-0.260,-0.291,-0.264,0.293,False,False,False,False,False,False,False,False,False,True,False,False
-0.334,-0.051,0.024,-0.291,-0.255,0.295,False,False,False,False,False,False,False,False,False,True,False,False
-0.125,-0.341,-0.275,-0.227,0.186,0.676,False,False,False,False,False,False,False,False,True,False,False,False
0.921,5.877,-0.287,-0.231,1.341,0.678,False,True,False,False,False,False,False,False,True,False,False,False
0.015,-0.341,-0.287,-0.291,-0.269,-0.879,True,False,True,False,True,False,False,False,False,False,False,False
0.572,-0.341,1.115,-0.279,-0.190,-0.879,True,False,False,False,True,False,False,False,False,False,False,False
2.455,-0.341,-0.287,0.000,-0.269,-0.842,True,False,True,False,False,True,False,False,False,False,False,True
-0.334,-0.341,-0.287,-0.291,-0.269,0.293,False,False,True,False,False,False,False,False,False,True,False,True
-0.404,-0.277,-0.287,-0.291,-0.267,0.295,False,False,False,False,False,False,False,False,False,True,False,True
-0.474,0.699,-0.259,-0.264,-0.265,0.512,False,False,False,False,False,False,False,False,True,False,False,True
-0.404,-0.074,0.022,-0.008,0.634,0.514,False,True,False,False,False,False,False,False,True,False,False,True
-0.543,-0.336,-0.247,0.133,-0.269,0.680,False,False,False,False,False,False,False,False,True,False,False,False
0.572,0.661,0.262,-0.291,-0.258,0.682,False,False,False,False,False,False,False,False,True,False,False,False
-0.822,0.038,-0.287,3.357,-0.269,0.516,False,True,False,False,False,False,False,False,True,False,False,True
0.433,-0.341,-0.287,-0.291,-0.269,0.520,False,True,True,False,False,False,False,False,True,False,False,True
0.294,-0.341,2.593,-0.291,0.573,-0.820,True,False,False,False,True,False,False,False,False,False,False,True
0.572,-0.341,1.178,-0.291,-0.202,-0.820,True,False,False,False,True,False,False,False,False,False,False,True
0.224,-0.341,-0.191,-0.291,1.429,-0.818,True,False,False,False,True,False,False,False,False,False,False,True
0.154,-0.307,-0.287,0.000,0.193,0.684,False,True,False,False,False,False,False,False,True,False,False,False
-0.125,-0.341,2.234,-0.291,4.054,-1.094,True,False,False,False,False,False,False,False,False,False,False,False
0.363,-0.341,-0.287,-0.291,-0.269,-0.611,True,False,True,False,False,False,False,True,False,False,False,False
-1.380,-0.341,-0.287,-0.291,-0.269,0.524,False,True,False,False,False,False,False,False,True,False,False,True
-0.264,-0.341,-0.287,-0.291,-0.269,0.524,False,True,True,False,False,False,False,False,True,False,False,True
0.015,-0.341,-0.287,-0.291,-0.269,0.524,False,True,True,False,False,False,False,False,True,False,False,True
-1.938,-0.341,-0.287,-0.291,-0.269,0.524,False,True,True,False,False,False,False,False,True,False,False,True
0.084,-0.339,0.213,-0.291,-0.269,0.303,False,False,False,False,False,False,False,False,False,True,False,True
2.455,-0.224,1.233,-0.291,-0.157,-0.893,True,False,False,False,False,True,False,False,False,False,False,False
0.154,-0.341,3.896,0.072,17.677,-0.893,True,False,False,False,False,True,False,False,False,False,False,False
-0.125,0.064,1.470,-0.291,-0.201,-0.893,True,False,False,False,False,True,False,False,False,False,False,False
-0.125,-0.341,2.545,-0.291,4.415,-0.893,True,False,False,False,False,True,False,False,False,False,False,False
-0.264,-0.341,-0.287,-0.291,-0.269,-0.891,True,False,True,False,False,True,False,False,False,False,False,False
-0.055,-0.341,-0.287,-0.291,-0.269,0.305,False,False,True,False,False,False,False,False,False,True,False,True
0.224,-0.341,-0.287,-0.291,-0.269,0.299,False,False,True,False,False,False,False,False,False,True,False,False
0.503,-0.341,-0.287,-0.291,-0.267,0.688,False,False,False,False,False,False,False,False,True,False,False,False
-0.195,-0.341,1.966,-0.212,-0.067,-0.840,True,False,False,False,False,True,False,False,False,False,False,True
0.503,-0.339,2.996,0.283,10.922,-0.840,True,False,False,False,False,True,False,False,False,False,False,True
0.572,0.226,0.545,-0.274,-0.269,0.309,False,False,False,False,False,False,False,False,False,True,False,True
1.130,-0.341,-0.287,-0.291,-0.269,0.303,False,False,False,False,False,False,False,False,False,True,False,False
-0.474,-0.090,-0.265,-0.291,0.222,-0.838,True,False,False,False,False,True,False,False,False,False,False,True
-0.334,-0.303,1.777,-0.291,-0.111,-0.838,True,False,False,False,False,True,False,False,False,False,False,True
-0.404,-0.341,-0.201,-0.284,-0.075,0.305,False,False,False,False,False,False,False,False,False,True,False,False
0.154,-0.338,-0.275,-0.289,-0.267,0.528,False,False,False,False,False,False,False,False,True,False,False,True
0.572,-0.339,0.012,-0.291,5.985,-0.836,True,False,False,False,False,True,False,False,False,False,False,True
-0.055,-0.333,-0.287,-0.291,-0.269,0.307,False,False,False,False,False,False,False,False,False,True,False,False
-0.404,-0.341,-0.287,-0.291,-0.269,0.311,False,False,True,False,False,False,False,False,False,True,False,True
-1.031,-0.341,-0.183,0.719,-0.269,0.313,False,False,False,False,False,False,False,False,False,True,False,True
0.782,-0.341,-0.287,-0.291,-0.269,-0.877,True,False,True,False,True,False,False,False,False,False,False,False
0.921,-0.286,-0.287,3.984,-0.261,0.530,False,True,False,False,False,False,False,False,True,False,False,True
1.688,-0.312,-0.237,-0.149,0.163,0.532,False,False,False,False,False,False,False,False,True,False,False,True
1.200,-0.341,-0.287,-0.291,-0.269,0.317,False,False,True,False,False,False,False,False,False,True,False,True
-0.055,-0.341,-0.238,3.062,-0.269,-0.607,False,True,False,False,False,False,False,True,False,False,False,False
-0.264,-0.341,-0.287,-0.291,-0.269,0.309,False,False,True,False,False,False,False,False,False,True,False,False
0.363,-0.341,0.000,-0.256,-0.255,-0.889,True,False,False,True,False,True,False,False,False,False,False,False
2.037,1.548,-0.287,-0.180,-0.269,0.536,False,True,False,False,False,False,False,False,True,False,False,True
0.154,-0.341,1.293,-0.289,-0.269,-0.816,True,False,False,False,True,False,False,False,False,False,False,True
-0.334,-0.341,-0.287,-0.291,-0.269,-0.816,True,False,True,False,True,False,False,False,False,False,False,True
1.618,-0.341,1.767,-0.105,-0.253,-0.334,True,False,False,False,False,False,False,False,True,False,False,True
-0.264,-0.341,-0.287,-0.291,-0.269,-0.816,True,False,True,False,True,False,False,False,False,False,False,True
-0.822,-0.341,-0.287,-0.291,-0.269,-0.816,True,False,True,False,True,False,False,False,False,False,False,True
-0.125,-0.341,-0.003,-0.061,1.196,-0.816,False,False,False,False,True,False,False,False,False,False,False,True
0.015,-0.341,-0.287,-0.291,-0.269,-0.816,True,False,True,False,True,False,False,False,False,False,False,True
1.130,-0.341,4.407,0.488,0.269,-0.832,True,False,False,False,False,True,False,False,False,False,False,True
-0.055,-0.341,-0.276,-0.291,0.326,0.540,False,False,False,False,False,False,False,False,True,False,False,True
-0.264,-0.341,-0.287,0.000,-0.269,-0.887,True,False,True,False,False,True,False,False,False,False,False,False
1.967,-0.341,-0.287,-0.291,-0.269,-0.830,True,False,True,False,False,True,False,False,False,False,False,True
2.734,-0.341,-0.287,-0.291,-0.269,-0.830,True,False,True,False,False,True,False,False,False,False,False,True
-0.195,-0.341,-0.017,-0.244,-0.246,-0.830,True,False,False,False,False,True,False,False,False,False,False,True
1.618,-0.338,-0.059,-0.291,1.323,-0.830,True,False,False,False,False,True,False,False,False,False,False,True
0.503,-0.341,0.058,-0.291,-0.250,-0.830,True,False,False,False,False,True,False,False,False,False,False,True
0.851,0.348,-0.101,-0.291,-0.269,0.311,False,False,False,False,False,False,False,False,False,True,False,False
-1.031,0.439,-0.287,0.365,-0.269,-0.587,False,False,False,False,False,False,False,True,False,False,False,True
-0.892,-0.341,-0.287,-0.291,-0.269,0.313,False,False,True,False,False,False,False,False,False,True,False,False
-0.334,0.678,-0.287,0.548,-0.000,-0.334,False,True,False,False,False,False,False,False,True,False,False,True
2.316,-0.341,0.737,-0.291,-0.269,-0.875,True,False,False,True,True,False,False,False,False,False,False,False
-0.195,0.561,-0.235,-0.291,-0.153,0.323,False,False,False,False,False,False,False,False,False,True,False,True
1.130,-0.242,-0.248,-0.286,-0.245,0.542,False,False,False,False,False,False,False,False,True,False,False,True
0.851,-0.341,-0.029,-0.291,-0.269,-0.826,True,False,False,False,False,True,False,False,False,False,False,True
0.503,0.000,0.167,-0.291,-0.269,0.692,False,False,False,False,False,False,False,False,True,False,False,False
-1.101,-0.328,0.581,2.128,-0.262,0.544,False,False,False,False,False,False,False,False,True,False,False,True
1.340,-0.341,5.755,-0.291,-0.267,-0.814,True,False,False,False,True,False,False,False,False,False,False,True
-0.125,-0.341,-0.287,-0.291,-0.269,-0.814,True,False,True,False,True,False,False,False,False,False,False,True
-0.474,-0.127,-0.277,-0.291,0.027,0.546,False,False,False,False,False,False,False,False,True,False,False,True
0.712,0.099,-0.287,-0.150,-0.269,0.548,False,False,False,False,False,False,False,False,True,False,False,True
1.130,1.780,-0.146,-0.291,-0.269,-0.605,False,False,False,False,False,False,False,True,False,False,False,False
0.921,-0.213,-0.085,-0.291,-0.163,0.327,False,False,False,False,False,False,False,False,False,True,False,True
0.294,-0.341,4.128,-0.291,0.088,-0.824,True,False,False,False,False,True,False,False,False,False,False,True
-0.125,-0.341,-0.231,1.172,-0.269,-0.334,False,False,False,False,False,False,False,False,True,False,False,True
1.270,-0.341,-0.055,-0.291,-0.235,-0.581,False,False,False,False,False,False,False,True,False,False,False,True
-0.613,-0.341,-0.287,-0.291,-0.269,-0.603,True,False,True,False,False,False,False,True,False,False,False,False
0.224,-0.341,-0.287,-0.291,-0.269,-0.873,True,False,True,False,True,False,False,False,False,False,False,False
1.758,-0.341,-0.287,-0.291,-0.269,-0.873,False,False,True,False,True,False,False,False,False,False,False,False
-0.404,-0.341,0.418,-0.291,0.607,0.550,False,False,False,False,False,False,False,False,True,False,False,True
-1.380,-0.341,-0.287,-0.291,-0.269,0.329,False,False,False,False,False,False,False,False,False,True,False,True
-0.822,0.223,-0.287,0.508,-0.269,0.315,False,False,False,False,False,False,False,False,False,True,False,False
-0.195,-0.341,0.229,-0.291,1.062,-0.887,True,False,False,False,False,False,True,False,False,False,False,True
0.642,-0.341,-0.229,-0.291,6.176,-0.887,True,False,False,False,False,False,True,False,False,False,False,True
-0.334,0.725,-0.287,-0.291,-0.269,0.552,False,False,False,False,False,False,False,False,True,False,False,True
0.084,-0.224,1.171,-0.282,-0.268,0.694,False,False,False,False,False,False,False,False,True,False,False,False
-1.868,-0.341,-0.287,-0.291,-0.269,0.317,False,False,True,False,False,False,False,False,False,True,False,False
-1.729,-0.341,-0.287,-0.291,-0.269,0.317,False,False,True,False,False,False,False,False,False,True,False,False
-1.380,-0.341,-0.287,-0.291,-0.269,0.317,False,False,True,False,False,False,False,False,False,True,False,False
0.084,-0.341,-0.287,-0.286,-0.269,0.694,False,False,False,False,False,False,False,False,True,False,False,False
-1.659,-0.341,-0.287,-0.291,-0.269,0.317,False,False,True,False,False,False,False,False,False,True,False,False
-1.868,-0.341,-0.287,-0.291,-0.269,0.317,False,False,False,False,False,False,False,False,False,True,False,False
0.224,-0.272,0.330,-0.291,5.734,-0.885,True,False,False,False,False,True,False,False,False,False,False,False
1.688,-0.341,-0.287,-0.291,-0.269,-0.885,True,False,True,False,False,True,False,False,False,False,False,False
1.200,-0.341,2.131,-0.291,0.006,-0.334,True,False,False,False,False,False,False,False,True,False,False,True
-1.868,-0.341,-0.287,-0.291,-0.269,0.333,False,False,True,False,False,False,False,False,False,True,False,True
-1.938,-0.341,-0.287,-0.291,-0.269,0.333,False,False,True,False,False,False,False,False,False,True,False,True
-1.241,-0.341,-0.287,-0.291,-0.269,0.333,False,False,True,False,False,False,False,False,False,True,False,True
-1.798,-0.341,-0.287,-0.291,-0.269,0.333,False,False,False,False,False,False,False,False,False,True,False,True
0.294,-0.341,-0.287,-0.291,-0.269,0.333,False,False,True,False,False,False,False,False,False,True,False,True
-1.798,-0.341,-0.287,-0.291,-0.269,0.333,False,False,True,False,False,False,False,False,False,True,False,True
0.642,-0.065,0.199,-0.286,-0.269,-0.579,False,False,False,False,False,False,False,True,False,False,False,True
-0.543,-0.341,-0.287,-0.291,-0.269,0.319,False,False,True,False,False,False,False,False,False,True,False,False
0.851,-0.341,-0.287,-0.291,-0.269,-0.334,False,False,True,False,False,False,False,False,True,False,False,True
2.455,-0.341,-0.287,-0.291,-0.269,-0.822,True,False,True,False,False,True,False,False,False,False,False,True
-0.125,-0.341,-0.287,-0.291,-0.269,-0.822,True,False,True,True,False,True,False,False,False,False,False,True
0.851,-0.341,0.000,0.000,-0.269,0.321,False,False,True,False,False,False,False,False,False,True,False,False
-0.683,-0.288,-0.286,0.514,-0.000,0.698,False,False,False,False,False,False,False,False,True,False,False,False
0.921,-0.341,-0.287,2.516,-0.214,0.323,False,False,False,False,False,False,False,False,False,True,False,False
0.084,-0.341,2.263,-0.291,0.853,-0.881,True,False,False,False,False,True,False,False,False,False,False,False
0.642,-0.063,-0.160,-0.291,0.061,0.700,False,False,False,False,False,False,False,False,True,False,False,False
2.386,-0.341,2.585,-0.289,1.570,-0.820,True,False,False,False,False,True,False,False,False,False,False,True
-0.822,0.000,-0.287,-0.227,-0.267,-0.871,False,True,False,False,False,False,True,False,False,False,False,False
-1.868,-0.341,-0.287,-0.291,-0.269,0.702,False,True,True,False,False,False,False,False,True,False,False,False
-0.683,-0.341,-0.287,-0.291,-0.269,0.702,False,True,False,False,False,False,False,False,True,False,False,False
0.572,1.394,-0.285,-0.234,-0.269,-0.871,False,True,False,False,False,False,True,False,False,False,False,False
1.479,0.000,-0.287,1.042,-0.269,0.556,False,True,False,False,False,False,False,False,True,False,False,True
0.642,-0.341,-0.179,0.739,-0.269,0.339,False,False,False,False,False,False,False,False,False,True,False,True
-0.055,-0.341,1.669,-0.291,0.054,-0.818,True,False,False,True,False,True,False,False,False,False,False,True
0.433,-0.341,-0.287,-0.291,-0.269,-0.869,True,False,True,False,True,False,False,False,False,False,False,False
-0.125,21.377,0.645,-0.291,-0.269,-0.334,True,False,False,False,False,False,False,False,True,False,False,True
-0.962,-0.341,-0.283,-0.291,-0.269,0.341,False,False,False,False,False,False,False,False,False,True,False,True
0.015,-0.341,0.290,-0.291,2.985,-0.810,True,False,False,True,True,False,False,False,False,False,False,True
2.525,-0.341,-0.287,-0.291,-0.269,-0.810,True,False,True,False,True,False,False,False,False,False,False,True
-0.125,-0.341,0.108,-0.291,-0.269,0.562,False,False,False,False,False,False,False,False,True,False,False,True
-2.008,-0.341,-0.287,-0.291,-0.269,0.564,False,True,False,False,False,False,False,False,True,False,False,True
-0.543,4.431,-0.287,-0.289,-0.269,0.564,False,True,False,False,False,False,False,False,True,False,False,True
-0.683,-0.341,-0.287,-0.291,-0.269,0.564,False,True,True,False,False,False,False,False,True,False,False,True
0.712,-0.341,-0.287,-0.291,-0.269,0.566,False,True,True,False,False,False,False,False,True,False,False,True
2.176,-0.341,-0.287,-0.291,-0.000,0.708,False,False,False,False,False,False,False,False,True,False,False,False
0.084,0.899,-0.260,-0.287,1.770,-0.869,True,False,False,False,False,False,True,False,False,False,False,False
0.084,-0.341,-0.287,-0.291,-0.269,0.327,False,False,True,False,False,False,False,False,False,True,False,False
0.782,-0.341,-0.287,-0.291,-0.269,0.327,False,False,True,False,False,False,False,False,False,True,False,False
-0.195,-0.341,-0.272,-0.269,0.612,-0.577,False,True,False,False,False,False,False,True,False,False,False,True
0.642,3.622,-0.287,-0.118,-0.269,0.712,False,False,False,False,False,False,False,False,True,False,False,False
-0.474,-0.144,-0.278,3.817,-0.269,0.714,False,True,False,False,False,False,False,False,True,False,False,False
-0.125,-0.069,-0.287,2.731,-0.269,-0.599,False,True,False,False,False,False,False,True,False,False,False,False
2.525,1.812,-0.287,-0.150,-0.269,0.716,False,True,False,False,False,False,False,False,True,False,False,False
2.246,-0.341,-0.287,-0.291,-0.269,0.331,False,False,True,False,False,False,False,False,False,True,False,False
-0.613,-0.341,-0.287,-0.105,0.696,0.570,False,False,False,False,False,False,False,False,True,False,False,True
-0.334,-0.341,-0.287,-0.291,-0.269,0.333,False,False,True,False,False,False,False,False,False,True,False,False
-0.892,-0.341,-0.287,-0.291,-0.269,0.335,False,False,True,False,False,False,False,False,False,True,False,False
0.433,-0.341,0.000,-0.291,-0.269,-0.575,False,True,True,False,False,False,False,True,False,False,False,True
-0.543,-0.341,0.140,-0.205,-0.268,0.574,False,False,False,False,False,False,False,False,True,False,False,True
-0.404,-0.341,-0.287,-0.291,-0.269,0.345,False,False,True,False,False,False,False,False,False,True,False,True
-0.822,-0.341,-0.123,-0.291,0.174,0.576,False,False,False,False,False,False,False,False,True,False,False,True
-0.334,-0.107,-0.283,0.113,0.131,0.576,False,False,False,False,False,False,False,False,True,False,False,True
-0.125,0.972,-0.287,-0.291,-0.249,0.337,False,False,False,False,False,False,False,False,False,True,False,False
-0.195,-0.341,0.911,-0.291,-0.000,-0.808,True,False,False,False,False,True,False,False,False,False,False,True
-0.195,-0.341,1.878,-0.291,1.461,-0.808,True,False,False,False,False,True,False,False,False,False,False,True
-0.613,-0.341,-0.285,-0.291,2.052,-0.808,True,False,False,False,False,True,False,False,False,False,False,True
-0.055,-0.341,-0.287,-0.291,-0.269,-0.808,True,False,True,False,False,True,False,False,False,False,False,True
0.572,-0.328,-0.274,-0.291,1.643,-0.808,True,False,False,False,False,True,False,False,False,False,False,True
-0.404,0.730,-0.287,-0.291,0.245,0.578,False,True,False,False,False,False,False,False,True,False,False,True
1.409,0.000,-0.287,-0.291,-0.269,0.578,False,True,True,False,False,False,False,False,True,False,False,True
1.479,-0.341,0.552,-0.291,5.183,-0.865,True,False,False,False,True,False,False,False,False,False,False,False
-1.729,-0.341,0.000,-0.291,-0.269,-0.879,True,False,True,False,False,True,False,False,False,False,False,False
0.224,-0.341,-0.287,-0.291,-0.269,-0.879,True,False,True,False,False,True,False,False,False,False,False,False
1.061,-0.341,-0.287,-0.291,-0.269,-0.879,True,False,False,False,False,True,False,False,False,False,False,False
-0.613,1.118,-0.287,7.378,-0.269,-0.597,False,False,False,False,False,False,False,True,False,False,False,False
0.084,0.464,0.219,-0.232,-0.269,0.585,False,True,False,False,False,False,False,False,True,False,False,True
0.015,0.530,-0.287,7.979,-0.267,0.585,False,True,False,False,False,False,False,False,True,False,False,True
-0.474,-0.285,-0.285,-0.291,0.244,0.349,False,False,False,False,False,False,False,False,False,True,False,True
0.433,-0.341,-0.287,-0.291,-0.269,0.720,False,True,True,False,False,False,False,False,True,False,False,False
-2.008,-0.341,-0.287,-0.291,-0.269,0.720,False,True,False,False,False,False,False,False,True,False,False,False
-1.589,-0.341,-0.287,-0.291,-0.269,0.720,False,True,False,False,False,False,False,False,True,False,False,False
0.642,-0.341,2.538,-0.291,-0.003,-0.573,True,False,False,False,False,False,False,True,False,False,False,True
0.363,-0.341,-0.257,3.169,-0.264,-0.877,True,False,False,False,False,True,False,False,False,False,False,False
0.363,-0.341,-0.287,-0.291,-0.269,-0.877,True,False,True,False,False,True,False,False,False,False,False,False
-0.125,0.087,-0.282,0.273,-0.269,0.353,False,False,False,False,False,False,False,False,False,True,False,True
1.688,-0.031,-0.198,0.345,-0.268,-0.883,False,True,False,False,False,False,True,False,False,False,False,True
-0.055,-0.341,-0.040,-0.093,1.184,-1.065,True,False,False,False,False,False,False,False,False,False,False,True
0.154,-0.341,0.580,-0.291,0.250,-1.065,True,False,False,False,False,False,False,False,False,False,False,True
